"screen_name","text","stripped_text1"
"AlanVRK","Jacobin writer so proud of his ""unpopular thoughts""
promoted by hundreds of anti-vaxxers.

Unpopular and BS. The CDC advice is to get a second dose of a different vaccine. https://t.co/LHyhAZf1aG","jacobin writer so proud of his unpopular thoughtspromoted by hundreds of antivaxxersunpopular and bs the cdc advice is to get a second dose of a different vaccine "
"snowstar444","@kohltonmiller @shulfur @BrusselsTimes We donâ€™t do lockdowns, just vaccine passports which worked really well to convert a lot of anti vaxers. The rest of us just follow mask guidelines. Really hope it wonâ€™t be decades but I guess that depends on getting the whole world vaccinated.","   we donâ€™t do lockdowns just vaccine passports which worked really well to convert a lot of anti vaxers the rest of us just follow mask guidelines really hope it wonâ€™t be decades but i guess that depends on getting the whole world vaccinated"
"_ajrmacleod","@joelockhart She also had a hand in mainstreaming vaccine skepticism https://t.co/T1TqyI3SPL"," she also had a hand in mainstreaming vaccine skepticism "
"AJ_gilly1","@benheckman_ For what is worth - John did an interview on Apologia Radio where he talked about how he has gotten more pushback for being anti-vaccine mandate than he did for being a Christian, and that is because those people's god is the state. That's not a standard Christian music grifter."," for what is worth  john did an interview on apologia radio where he talked about how he has gotten more pushback for being antivaccine mandate than he did for being a christian and that is because those people god is the state that not a standard christian music grifter"
"LadyLecondoliak","@RickWrightNow Danny &amp; their ilk is the reason the vaccine didn't work as well as it should have. Anti-vaxxers &amp; anti-maskers: ""We demand you end the COVID pandemic and we will have no part in helping."""," danny  their ilk is the reason the vaccine didnt work as well as it should have antivaxxers  antimaskers we demand you end the covid pandemic and we will have no part in helping"
"Sylvaners","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/rPJnXEXn0y","paul krugman argues the gop is procovid and is trying to keep the pandemic going "
"12beattiestp","@Chrisgreymatter @DG32408399 @SparklyVegas @TheFreds too the current vaccine for example. Iâ€™m not an anti-vaxer or conspiracy nut job, but data is data and anyone can compare and make statements if they are backed up no matter the qualifications they hold. Although itâ€™s kinda sad that you seem to spend all you social presence on","    too the current vaccine for example iâ€™m not an antivaxer or conspiracy nut job but data is data and anyone can compare and make statements if they are backed up no matter the qualifications they hold although itâ€™s kinda sad that you seem to spend all you social presence on"
"12beattiestp","@Chrisgreymatter @DG32408399 @SparklyVegas @TheFreds hunting down those who are anti-vaccine and conspiracy theorists. Find a hobby or something, youâ€™re about crazy as them.","    hunting down those who are antivaccine and conspiracy theorists find a hobby or something youâ€™re about crazy as them"
"CrabDiving","The stoopid are killing us bigly. 

#pandemic #coronavirus #Trump

https://t.co/NnVhz1Q9Y0","the stoopid are killing us bigly pandemic coronavirus trump"
"AntoinBeag","The men in the pub are spouting anti vaccine shit.
Me; https://t.co/lAt6cOe5Dl","the men in the pub are spouting anti vaccine shitme "
"HRReporter","For all the challenges around mandatory vaccinations and the workplace, one big area of contention involves the employer response to workers who refuse to get the vaccine. Should they be put on unpaid leave, paid leave or terminated?

https://t.co/wrnT5AAkKl","for all the challenges around mandatory vaccinations and the workplace one big area of contention involves the employer response to workers who refuse to get the vaccine should they be put on unpaid leave paid leave or terminated"
"NYTAnon","Anti-Vaccination Ad Mysteriously Appears at N.Y.C. Bus Stop https://t.co/IhgsvweYTr https://t.co/EaT26v0lLf","antivaccination ad mysteriously appears at nyc bus stop  "
"CaptainThunk","@jackiepeevor @afneil She's an anti-vaxxer who lost it when ANeil mentioned vaccine passports in passing.

She's actually been making far more direct accusations than the woman who kicked this off.","  she an antivaxxer who lost it when aneil mentioned vaccine passports in passingshe actually been making far more direct accusations than the woman who kicked this off"
"prehistoricdanc","Just read through my sister in laws FB. She is an anti vaxxer but says she believes in science so I'm a little confused. This isn't just for the covid vaccine..it's all of them","just read through my sister in laws fb she is an anti vaxxer but says she believes in science so im a little confused this isnt just for the covid vaccineit all of them"
"redot2005","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/V1HLwPK3hn","paul krugman argues the gop is procovid and is trying to keep the pandemic going "
"daddy_natnat","@BeutikSoKaotic Home girl had a print out <U+0001F602> but was sooo thankful for getting the vaccine here at our clinic, mam you know I work here right??? Lol so I started talking shit about anti-vaxers to see what she would say and she went ham <U+0001F480>"," home girl had a print out uf but was sooo thankful for getting the vaccine here at our clinic mam you know i work here right lol so i started talking shit about antivaxers to see what she would say and she went ham uf"
"AheadAndonia","The party that's anti vaccine mandate will hold the balance of power after the next election. 

#nzpol https://t.co/gB0FkFPR1r","the party that anti vaccine mandate will hold the balance of power after the next election nzpol "
"nteatsorth","A group of Ohioans is aiming to push lawmakers â€“ and maybe even voters â€“ to consider a proposed law that would ban #vaccinemandates and #vaccinepassports https://t.co/7DYR0Vdhjw","a group of ohioans is aiming to push lawmakers â€“ and maybe even voters â€“ to consider a proposed law that would ban vaccinemandates and vaccinepassports "
"PUCKFOUSE","""â€œA few months ago,â€ Hay explains, â€œa channel popped up in the anti-vaccine recesses of the fringe-friendly social media platform Telegram and began extolling the virtues of the â€˜Niatonin Protocol,â€™ a daily regimen of high doses of niacin, butyric acid, and a few other","â€œa few months agoâ€ hay explains â€œa channel popped up in the antivaccine recesses of the fringefriendly social media platform telegram and began extolling the virtues of the â€˜niatonin protocolâ€™ a daily regimen of high doses of niacin butyric acid and a few other"
"TigerLizzy17","â€œWhen you dangerously combine a far-left, lame-duck politician, who is anti-business, one-dimensional, unaccountable, not brightâ€¦you get deBlasio, the worst mayor in Americaâ€ <U+2066>@leezeldin<U+2069> <U+0001F44F> #DemsDestroyedNY #MandateThis  https://t.co/9qaIliaMpu","â€œwhen you dangerously combine a farleft lameduck politician who is antibusiness onedimensional unaccountable not brightâ€you get deblasio the worst mayor in americaâ€ uu uff demsdestroyedny mandatethis  "
"Megresistor","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' #SmartNews  https://t.co/u0JJwnqCfA","paul krugman argues the gop is procovid and is trying to keep the pandemic going smartnews  "
"FishyOne5","Ignorance is a magnet!

https://t.co/aVSVlmeVgx","ignorance is a magnet"
"indianweekender","Newmarket shop owners fearful of further anti-vaccine mandate protests: 'I had to lock the door'
#COVID19nz 

https://t.co/G1EU9xn4Ie","newmarket shop owners fearful of further antivaccine mandate protests i had to lock the doorcovidnz "
"indianweekender","https://t.co/yeRwcMOvY9
Hundreds of protesters gathered in Auckland's Domain where they disrupted children's cricket matches before heading down Broadway forcing shoppers to go elsewhere and retailers to shut up shop.#iwk #indianWeekender #Kiwiindians #protest","hundreds of protesters gathered in auckland domain where they disrupted children cricket matches before heading down broadway forcing shoppers to go elsewhere and retailers to shut up shopiwk indianweekender kiwiindians protest"
"pierofaustini","If you are against witch-burning, you are a witch.
 https://t.co/B3VPySnKUZ","if you are against witchburning you are a witch "
"PinkSheepNews","Prominent ""Christian"" televangelist and anti-vaccine advocate Marcus Lamb died after being hospitalized with Covid-19, his family announced Tuesday. 

#GetVaccinated <U+0001F489> #WearAMask","prominent christian televangelist and antivaccine advocate marcus lamb died after being hospitalized with covid his family announced tuesday getvaccinated uf wearamask"
"aussie_skier","@LordMcBain Why is it called a vaccine ?

Doesnâ€™t stop you catching the virus.
Doesnâ€™t stop you spreading the virus.
Only benefit is a reduction of severity for the 1% who even need hospitalisation.

Vaccines prevent infection.

Shouldnâ€™t it be called an anti-viral ?"," why is it called a vaccine doesnâ€™t stop you catching the virusdoesnâ€™t stop you spreading the virusonly benefit is a reduction of severity for the  who even need hospitalisationvaccines prevent infectionshouldnâ€™t it be called an antiviral "
